family,speaker,age,entropy,segment_length
Alex,Mother,16.9,2.9054978795314135,87.6271551724138
Alex,Mother,17.4,2.814727189467909,87.52380952380952
Alex,Mother,17.866666666666667,2.8503909118507305,73.60943396226415
Alex,Mother,18.466666666666665,2.86676534266839,82.47311827956989
Alex,Mother,19.233333333333334,2.8240850004761677,88.4051172707889
Alex,Mother,19.866666666666667,2.8427494463608873,80.23867595818815
Alex,Mother,20.366666666666667,2.8747847245736238,79.03350083752093
Alex,Mother,20.833333333333332,2.8808874855759803,87.06040268456375
Alex,Mother,21.266666666666666,2.9206617923620843,79.22139303482587
Alex,Mother,21.733333333333334,2.8236160270658788,83.38983050847457
Alex,Mother,22.2,2.810568922417997,85.46719681908549
Alex,Mother,22.8,2.829471691308176,86.7431693989071
Alex,Mother,23.1,2.837832543963957,84.58590308370044
Alex,Mother,23.566666666666666,2.864820884513777,85.74107142857143
Alex,Mother,23.9,2.7856917251817923,86.9391891891892
Alex,Mother,24.4,2.779226255574342,85.3445945945946
Alex,Mother,25.066666666666666,2.7588654195110855,93.08133333333333
Alex,Mother,25.566666666666666,2.76454974446275,91.80584192439862
Alex,Mother,26.0,2.785104337826863,76.62274368231047
Alex,Mother,26.566666666666666,2.8320791763710935,80.05882352941177
Alex,Mother,27.0,2.7903223135565027,87.34948096885813
Alex,Mother,27.466666666666665,2.8087084593952607,84.43039591315453
Alex,Mother,27.866666666666667,2.842374942628492,73.99691358024691
Alex,Mother,28.366666666666667,2.843080645823824,77.490990990991
Alex,Mother,28.833333333333332,2.7834985757096433,84.7984934086629
Alex,Mother,29.3,2.7949052483307106,83.85416666666667
Alex,Mother,29.766666666666666,2.767011443142423,87.08387096774193
Alex,Mother,30.2,2.8356684791606352,89.58722741433021
Alex,Mother,30.666666666666668,2.7757621020140144,100.24489795918367
Alex,Mother,31.166666666666668,2.7675825796787636,90.8036809815951
Alex,Mother,31.8,2.8279132807791796,83.90322580645162
Alex,Mother,32.333333333333336,2.759710566396412,97.28719723183391
Alex,Mother,32.53333333333333,2.795792502748629,91.9268817204301
Alex,Mother,32.93333333333333,2.826584054742646,89.03286384976526
Alex,Mother,33.43333333333333,2.7878498530669567,93.27815699658703
Alex,Mother,33.86666666666667,2.82197911743079,86.35779816513761
Alex,Mother,34.36666666666667,2.83027172277076,91.0260663507109
Alex,Mother,34.833333333333336,2.7510574403973234,96.1746835443038
Alex,Mother,35.266666666666666,2.7802398648621494,96.09684210526316
Alex,Mother,35.733333333333334,2.8276516492631667,86.52894736842106
Alex,Mother,36.2,2.825982504775888,88.33275563258232
Alex,Mother,37.1,2.790827379209282,94.50961538461539
Alex,Mother,37.63333333333333,2.8180126972932595,90.76516634050881
Alex,Mother,38.0,2.7779664615309945,96.63169642857143
Alex,Mother,38.46666666666667,2.7824846881796055,90.98675496688742
Alex,Mother,39.03333333333333,2.766023771743142,106.0223880597015
Alex,Mother,39.43333333333333,2.7856349097282194,89.53317535545024
Alex,Mother,39.9,2.7843131333669,93.36043956043956
Alex,Mother,40.333333333333336,2.8250732970577874,97.8899430740038
Alex,Mother,40.8,2.8010118024404087,81.69956140350877
Alex,Mother,41.53333333333333,2.870026646626546,92.82121971595656
Alex,Target_Child,16.9,3.499973107975297,56.29752066115702
Alex,Target_Child,17.4,3.196711313178634,65.61437908496733
Alex,Target_Child,17.866666666666667,3.1916471106831503,57.35
Alex,Target_Child,18.466666666666665,3.4231482092687227,58.36
Alex,Target_Child,19.233333333333334,3.100248482448186,69.18691588785046
Alex,Target_Child,19.866666666666667,3.204159453185498,56.58522727272727
Alex,Target_Child,20.366666666666667,3.1603897690314136,57.50261780104712
Alex,Target_Child,20.833333333333332,3.190730736980071,56.04946996466431
Alex,Target_Child,21.266666666666666,3.2873672796310642,59.73061224489796
Alex,Target_Child,21.733333333333334,3.0214323301482566,59.57232704402516
Alex,Target_Child,22.2,2.8362664473414196,53.948170731707314
Alex,Target_Child,22.8,3.0010780045449352,60.12592592592593
Alex,Target_Child,23.1,3.1374217109437756,52.06406685236769
Alex,Target_Child,23.566666666666666,3.055535228237237,53.06896551724138
Alex,Target_Child,23.9,3.0323737252048097,55.25088339222615
Alex,Target_Child,24.4,3.065261379168228,53.99473684210526
Alex,Target_Child,25.066666666666666,2.8440862523324397,61.85781990521327
Alex,Target_Child,25.566666666666666,2.9540155855464225,59.441947565543074
Alex,Target_Child,26.0,2.981849014023041,57.89965397923876
Alex,Target_Child,26.566666666666666,2.933001950492985,59.340720221606645
Alex,Target_Child,27.0,2.920403287562857,62.98159509202454
Alex,Target_Child,27.466666666666665,2.9339641593102876,61.59510869565217
Alex,Target_Child,27.866666666666667,2.8825980574971735,60.79145077720207
Alex,Target_Child,28.366666666666667,2.925523963675352,59.58796296296296
Alex,Target_Child,28.833333333333332,2.9626883813232046,65.47636363636363
Alex,Target_Child,29.3,2.9115228542156237,67.51473136915078
Alex,Target_Child,29.766666666666666,2.890072415106546,65.59101123595505
Alex,Target_Child,30.2,2.8972720439798687,73.4131455399061
Alex,Target_Child,30.666666666666668,2.857095197469406,68.71612903225807
Alex,Target_Child,31.166666666666668,2.8291902250614855,61.46808510638298
Alex,Target_Child,31.8,2.858347319995892,68.18556701030928
Alex,Target_Child,32.333333333333336,2.835488115602027,73.64233576642336
Alex,Target_Child,32.53333333333333,2.9428137382421045,67.89782608695653
Alex,Target_Child,32.93333333333333,2.8116405141486736,69.41954022988506
Alex,Target_Child,33.43333333333333,2.7865743627763826,69.56683168316832
Alex,Target_Child,33.86666666666667,2.8771245197062454,69.9458413926499
Alex,Target_Child,34.36666666666667,2.8487413329198534,77.7589928057554
Alex,Target_Child,34.833333333333336,2.867117019209978,73.94750656167979
Alex,Target_Child,35.266666666666666,2.8338011562195957,74.33244680851064
Alex,Target_Child,35.733333333333334,2.8263830803353183,73.81512605042016
Alex,Target_Child,36.2,2.845962367258085,74.85858585858585
Alex,Target_Child,37.1,2.8093984097204947,78.91450777202073
Alex,Target_Child,37.63333333333333,2.8743597062650443,67.76770538243626
Alex,Target_Child,38.0,2.8551574658073844,76.70192307692308
Alex,Target_Child,38.46666666666667,2.797767900159418,71.16724738675958
Alex,Target_Child,39.03333333333333,2.8054083813271946,76.91828793774319
Alex,Target_Child,39.43333333333333,2.8512371021090477,74.78246753246754
Alex,Target_Child,39.9,2.8643610588801027,73.81413612565446
Alex,Target_Child,40.333333333333336,2.8341484082789514,81.36863543788188
Alex,Target_Child,40.8,2.848243765294844,68.62903225806451
Alex,Target_Child,41.53333333333333,3.506408807977631,48.21212121212121
Ethan,Mother,11.133333333333333,2.841086213357508,79.38028169014085
Ethan,Mother,11.7,2.9174559730757945,83.59858323494687
Ethan,Mother,12.2,2.8348538643429384,83.7158836689038
Ethan,Mother,12.7,2.839486657303526,88.33124215809285
Ethan,Mother,13.166666666666666,2.8943154455132554,79.99707174231332
Ethan,Mother,13.566666666666666,2.847238767425458,90.3797729618163
Ethan,Mother,14.033333333333333,2.928234723539646,76.55635062611807
Ethan,Mother,14.6,2.8136879862954483,103.24846248462485
Ethan,Mother,14.933333333333334,2.7953196652965824,93.30140186915888
Ethan,Mother,15.5,2.8643090617821536,88.61932938856016
Ethan,Mother,16.0,2.784089663217551,95.6627078384798
Ethan,Mother,16.366666666666667,2.80337081505553,106.70229007633588
Ethan,Mother,16.866666666666667,2.821412727582888,98.1297071129707
Ethan,Mother,17.566666666666666,2.8063500378685213,107.44582043343654
Ethan,Mother,18.066666666666666,2.826612353981549,88.38077634011091
Ethan,Mother,18.666666666666668,2.777522952785023,105.51923076923077
Ethan,Mother,19.0,2.7902993430453846,103.5742092457421
Ethan,Mother,19.466666666666665,2.7971778278948323,90.97222222222223
Ethan,Mother,19.866666666666667,2.7430064891396135,100.34640522875817
Ethan,Mother,20.133333333333333,2.7760352631834353,103.73109243697479
Ethan,Mother,20.666666666666668,2.7918776602879745,94.94980694980696
Ethan,Mother,21.133333333333333,2.8642745917154153,93.24561403508773
Ethan,Mother,21.6,2.896489426357398,97.10810810810811
Ethan,Mother,21.866666666666667,2.7911056536786925,123.22837370242215
Ethan,Mother,22.366666666666667,2.779057550546994,114.16192170818505
Ethan,Mother,22.766666666666666,2.77264115442576,105.82594936708861
Ethan,Mother,23.333333333333332,2.7693832200155266,100.18064516129033
Ethan,Mother,23.7,2.767967149754042,112.15313225058004
Ethan,Mother,24.233333333333334,2.8196678201145224,122.82517482517483
Ethan,Mother,24.833333333333332,2.8183135278726463,130.52184466019418
Ethan,Mother,25.733333333333334,2.8286571729610017,108.6411149825784
Ethan,Mother,26.266666666666666,2.7790694248632737,106.36156351791531
Ethan,Mother,26.733333333333334,2.8253318123639386,99.12371134020619
Ethan,Mother,27.633333333333333,2.753532108030072,105.55009107468123
Ethan,Mother,28.066666666666666,2.81627170835792,99.54914196567863
Ethan,Mother,28.633333333333333,2.8005625773387086,103.71153846153847
Ethan,Mother,29.0,2.7838583008738245,108.78513731825525
Ethan,Mother,29.5,2.7659958346210054,120.66096423017107
Ethan,Mother,29.866666666666667,2.7791475344235845,118.01455301455302
Ethan,Mother,30.366666666666667,2.7627580202858355,112.55040322580645
Ethan,Mother,30.8,2.817529977614939,104.43112701252237
Ethan,Mother,31.3,2.804507138444909,106.51012891344384
Ethan,Mother,31.833333333333332,2.899103445199509,103.89454545454545
Ethan,Mother,32.333333333333336,2.8313105207101645,107.98904538341158
Ethan,Mother,33.0,2.8806017532168995,94.38846153846154
Ethan,Mother,33.233333333333334,2.8901891353467155,100.33467741935483
Ethan,Mother,33.666666666666664,2.8172993147599286,107.6843853820598
Ethan,Mother,34.166666666666664,2.855792253896301,102.26695842450766
Ethan,Mother,34.6,2.8046937227478725,105.04627249357327
Ethan,Mother,35.03333333333333,2.8232275084418297,109.83697813121272
Ethan,Target_Child,11.133333333333333,3.3699450299699745,51.25
Ethan,Target_Child,11.7,2.9455606093984725,67.81818181818181
Ethan,Target_Child,12.2,2.8254301953062195,76.06404958677686
Ethan,Target_Child,12.7,3.397902073448346,49.318385650224215
Ethan,Target_Child,13.166666666666666,3.18502260627842,49.98324022346369
Ethan,Target_Child,13.566666666666666,3.5008157114139395,47.18010752688172
Ethan,Target_Child,14.033333333333333,3.548650788206559,45.800554016620495
Ethan,Target_Child,14.6,3.073672880341222,53.68329718004338
Ethan,Target_Child,14.933333333333334,3.174177729527052,54.76635514018692
Ethan,Target_Child,15.5,3.115333790363716,52.200716845878134
Ethan,Target_Child,16.0,3.2532784241711896,48.665071770334926
Ethan,Target_Child,16.366666666666667,3.1626827907134816,54.36065573770492
Ethan,Target_Child,16.866666666666667,3.0157014332992316,56.53030303030303
Ethan,Target_Child,17.566666666666666,3.0258182757266114,64.14163090128756
Ethan,Target_Child,18.066666666666666,3.1674562319483757,55.78703703703704
Ethan,Target_Child,18.666666666666668,2.9311084374860803,67.56565656565657
Ethan,Target_Child,19.0,2.996225496683326,66.71370967741936
Ethan,Target_Child,19.466666666666665,2.9839755489781723,64.85714285714286
Ethan,Target_Child,19.866666666666667,2.842929433046381,69.11111111111111
Ethan,Target_Child,20.133333333333333,2.9485142592551017,85.85106382978724
Ethan,Target_Child,20.666666666666668,2.9924602689589945,71.37209302325581
Ethan,Target_Child,21.133333333333333,3.103831856762762,71.46043165467626
Ethan,Target_Child,21.6,2.9003041580296043,70.625
Ethan,Target_Child,21.866666666666667,2.874698056246127,78.74778761061947
Ethan,Target_Child,22.366666666666667,2.8944612255033975,80.54591836734694
Ethan,Target_Child,22.766666666666666,2.879230148661354,79.85964912280701
Ethan,Target_Child,23.333333333333332,2.8920917244243864,81.48701298701299
Ethan,Target_Child,23.7,2.9015767702016912,78.21084337349397
Ethan,Target_Child,24.233333333333334,2.985543002749199,71.75342465753425
Ethan,Target_Child,24.833333333333332,2.880724720183693,77.85140562248996
Ethan,Target_Child,25.733333333333334,2.9717296231480175,72.07960199004975
Ethan,Target_Child,26.266666666666666,2.8469150523486415,80.69
Ethan,Target_Child,26.733333333333334,2.8347389544403767,69.96666666666667
Ethan,Target_Child,27.633333333333333,2.881429499742683,71.45454545454545
Ethan,Target_Child,28.066666666666666,2.913468573658365,85.61702127659575
Ethan,Target_Child,28.633333333333333,2.941143009093181,70.97718631178707
Ethan,Target_Child,29.0,2.908971993705861,77.6441717791411
Ethan,Target_Child,29.5,2.9411580293103654,79.77981651376147
Ethan,Target_Child,29.866666666666667,2.8843843168351313,79.7710843373494
Ethan,Target_Child,30.366666666666667,2.925089026602699,74.59401709401709
Ethan,Target_Child,30.8,2.9116054905067648,74.21400778210116
Ethan,Target_Child,31.3,2.8326835965703805,82.09174311926606
Ethan,Target_Child,31.833333333333332,2.9585675309019632,78.13529411764706
Ethan,Target_Child,32.333333333333336,2.8878111088478513,76.36414565826331
Ethan,Target_Child,33.0,2.9808025556721924,72.51709401709402
Ethan,Target_Child,33.233333333333334,2.8929795900466497,77.86690647482014
Ethan,Target_Child,33.666666666666664,2.9396225130359133,80.80841121495327
Ethan,Target_Child,34.166666666666664,2.806010070229149,80.04745762711865
Ethan,Target_Child,34.6,2.8937173622919095,77.6028880866426
Ethan,Target_Child,35.03333333333333,2.934392935856353,79.76013513513513
Lily,Mother,13.066666666666666,2.894675313619122,79.69517358171042
Lily,Mother,13.566666666666666,2.9683803716635877,83.89044481054366
Lily,Mother,14.066666666666666,2.861866854261868,89.82985074626866
Lily,Mother,14.433333333333334,2.955645240582913,81.1495633187773
Lily,Mother,14.933333333333334,2.870794206461707,99.40019860973187
Lily,Mother,15.433333333333334,2.8796125293660113,103.90716803760282
Lily,Mother,15.766666666666667,2.927057367967789,94.77696793002916
Lily,Mother,15.866666666666667,2.84951609872707,83.59796437659033
Lily,Mother,16.766666666666666,2.845105647519875,91.59754433833561
Lily,Mother,17.266666666666666,2.8518855934824927,94.42902208201893
Lily,Mother,17.7,2.8716599120689184,105.15673575129534
Lily,Mother,18.366666666666667,2.8715610892789165,94.39655172413794
Lily,Mother,18.6,2.8014947000315935,108.72044506258693
Lily,Mother,19.033333333333335,2.8584746834110595,102.93387470997679
Lily,Mother,19.633333333333333,2.825144698030282,105.74714828897338
Lily,Mother,20.1,2.83783775903881,103.65714285714286
Lily,Mother,20.466666666666665,2.7918926807828854,110.0032310177706
Lily,Mother,20.9,2.8318035960139074,117.15100154083206
Lily,Mother,21.4,2.7776747125347594,115.00503778337531
Lily,Mother,21.833333333333332,2.7493304312938487,114.41689373297002
Lily,Mother,22.3,2.845068265251519,104.40102389078498
Lily,Mother,22.733333333333334,3.0477460834825143,92.78548895899054
Lily,Mother,23.233333333333334,2.803796010269068,134.71554770318022
Lily,Mother,23.866666666666667,2.809063251557262,136.3125
Lily,Mother,24.133333333333333,2.8113843117829984,110.01165501165501
Lily,Mother,24.366666666666667,2.847950531832781,95.32162162162162
Lily,Mother,24.766666666666666,2.812712137235281,112.7014742014742
Lily,Mother,25.033333333333335,2.807239567180249,102.58832335329342
Lily,Mother,25.266666666666666,2.7549936967681976,113.48514851485149
Lily,Mother,25.5,2.8040645002539963,107.87352245862884
Lily,Mother,25.766666666666666,2.8459869032896004,105.57863501483679
Lily,Mother,26.033333333333335,2.7817105248668534,110.13912310286678
Lily,Mother,26.5,2.8181165243044486,103.94766224703419
Lily,Mother,26.9,2.7735460715093043,149.72024729520865
Lily,Mother,27.166666666666668,2.857168975719356,116.22804054054055
Lily,Mother,27.566666666666666,2.8322685925729147,99.36507936507937
Lily,Mother,28.066666666666666,2.7967575604635835,101.19710669077757
Lily,Mother,28.3,2.786615041225766,115.25567322239031
Lily,Mother,28.533333333333335,2.844906352073511,112.15929203539822
Lily,Mother,28.933333333333334,2.7458857609450598,148.85576923076923
Lily,Mother,29.2,2.796315059469488,141.03733333333332
Lily,Mother,29.6,2.802176100341417,114.07
Lily,Mother,29.866666666666667,2.7679647209444522,148.34514637904468
Lily,Mother,30.133333333333333,2.817090493982873,108.89464285714286
Lily,Mother,30.4,2.751644535410962,153.74495412844036
Lily,Mother,30.6,2.8146132510575694,109.84251968503936
Lily,Mother,30.766666666666666,2.768943479627386,134.0184921763869
Lily,Mother,31.0,2.814870541440211,114.84729064039409
Lily,Mother,31.033333333333335,2.774814411437922,127.1953578336557
Lily,Mother,31.533333333333335,2.7725635268576654,131.98532110091742
Lily,Mother,31.7,2.786247958730886,137.03621169916434
Lily,Mother,31.933333333333334,2.7358611993660884,149.89443378119003
Lily,Mother,32.2,2.785989663039904,122.23207547169811
Lily,Mother,32.43333333333333,2.839712123475198,106.22244897959183
Lily,Mother,32.63333333333333,2.821256824119465,112.23886639676114
Lily,Mother,33.13333333333333,2.8390678802757394,126.34444444444445
Lily,Mother,33.3,2.8326803321825267,119.34311926605504
Lily,Mother,33.6,2.721079984177743,152.43521594684384
Lily,Mother,33.766666666666666,2.815880927670699,119.70708955223881
Lily,Mother,34.266666666666666,2.818273834073411,145.27086383601758
Lily,Mother,34.833333333333336,2.848131732517648,108.46082949308756
Lily,Mother,34.93333333333333,2.8333016573437155,119.99817518248175
Lily,Mother,35.2,2.8571061258592745,125.77319587628865
Lily,Mother,35.833333333333336,2.879951977175353,103.13928012519561
Lily,Mother,36.1,2.836262286049105,121.06803797468355
Lily,Mother,36.333333333333336,2.8687974569271786,129.44028776978416
Lily,Mother,36.833333333333336,2.889907716473138,129.1818181818182
Lily,Mother,37.0,2.8834405824631095,113.40973630831643
Lily,Mother,37.7,2.8703193983711963,115.4382530120482
Lily,Mother,38.6,2.8460919074053215,110.0834597875569
Lily,Mother,39.766666666666666,2.8154673243884334,116.62574850299401
Lily,Mother,40.666666666666664,2.848620240649076,128.9681742043551
Lily,Mother,41.93333333333333,2.893488660642573,120.42899850523169
Lily,Mother,43.833333333333336,2.878618423495365,112.95941558441558
Lily,Mother,44.766666666666666,2.884032524269184,95.6820652173913
Lily,Mother,45.9,2.799360401441574,150.23270440251574
Lily,Mother,46.833333333333336,2.752641870820502,111.37116564417178
Lily,Mother,48.06666666666667,2.821450411090033,89.99220272904483
Lily,Target_Child,13.066666666666666,3.3689585953977397,50.66423357664234
Lily,Target_Child,13.566666666666666,3.3652513163202116,48.095652173913045
Lily,Target_Child,14.066666666666666,3.603077148447726,46.98324022346369
Lily,Target_Child,14.433333333333334,3.2622310208020857,50.495327102803735
Lily,Target_Child,14.933333333333334,3.305942543830003,50.875
Lily,Target_Child,15.433333333333334,3.3684649786299716,52.557522123893804
Lily,Target_Child,15.766666666666667,3.3832013573064,52.62413793103448
Lily,Target_Child,15.866666666666667,3.5409531120324536,48.03885480572597
Lily,Target_Child,16.766666666666666,3.5517713770305437,49.13620071684588
Lily,Target_Child,17.266666666666666,3.5651729613830905,52.531088082901555
Lily,Target_Child,17.7,3.5359531809409828,51.59075907590759
Lily,Target_Child,18.366666666666667,3.6333705780797882,49.298701298701296
Lily,Target_Child,18.6,3.13863309512839,52.457264957264954
Lily,Target_Child,19.033333333333335,3.10788266318173,58.83705357142857
Lily,Target_Child,19.633333333333333,3.0317802462019974,67.51081081081081
Lily,Target_Child,20.1,2.994447702770881,58.947136563876654
Lily,Target_Child,20.466666666666665,3.4729477876651065,52.270042194092824
Lily,Target_Child,20.9,3.105277601340846,63.83771929824562
Lily,Target_Child,21.4,2.930232936227287,66.02415458937197
Lily,Target_Child,21.833333333333332,2.873585364550837,64.94011976047904
Lily,Target_Child,22.3,3.352527255818714,51.525252525252526
Lily,Target_Child,22.733333333333334,3.4841529550492005,51.424083769633505
Lily,Target_Child,23.233333333333334,2.897120354541397,65.20707070707071
Lily,Target_Child,23.866666666666667,2.9865834651089087,66.49096385542168
Lily,Target_Child,24.133333333333333,2.8202370036753868,64.6145251396648
Lily,Target_Child,24.366666666666667,2.9202139933987947,62.0188679245283
Lily,Target_Child,24.766666666666666,2.83762991914186,65.08837209302325
Lily,Target_Child,25.033333333333335,2.851218620046029,69.70083102493075
Lily,Target_Child,25.266666666666666,2.806019119913071,67.03914590747331
Lily,Target_Child,25.5,2.8019523057100595,72.12254901960785
Lily,Target_Child,25.766666666666666,2.8912883064598938,69.72881355932203
Lily,Target_Child,26.033333333333335,2.8699610761447314,66.61772151898734
Lily,Target_Child,26.5,2.826440318313806,76.1974921630094
Lily,Target_Child,26.9,2.7989310777918224,79.28615384615385
Lily,Target_Child,27.166666666666668,2.8103188691378898,73.29337539432177
Lily,Target_Child,27.566666666666666,2.8256953504844855,76.53781512605042
Lily,Target_Child,28.066666666666666,2.8380807568992124,77.97543859649123
Lily,Target_Child,28.3,2.846389376820857,80.57456140350877
Lily,Target_Child,28.533333333333335,2.7748409935095166,94.64814814814815
Lily,Target_Child,28.933333333333334,2.862921355526829,76.47872340425532
Lily,Target_Child,29.2,2.855820435532344,77.81286549707602
Lily,Target_Child,29.6,2.8300499977800486,79.35401459854015
Lily,Target_Child,29.866666666666667,2.840830709078362,80.2513812154696
Lily,Target_Child,30.133333333333333,2.79671852631308,91.79816513761467
Lily,Target_Child,30.4,2.833977607701671,75.2984496124031
Lily,Target_Child,30.6,2.780562876598841,78.27777777777777
Lily,Target_Child,30.766666666666666,2.7854613863685205,73.17868338557994
Lily,Target_Child,31.0,2.772969293743819,73.03181818181818
Lily,Target_Child,31.033333333333335,2.7898701476146357,72.87383177570094
Lily,Target_Child,31.533333333333335,2.7534244116716993,74.27876106194691
Lily,Target_Child,31.7,2.7987562268592585,79.817843866171
Lily,Target_Child,31.933333333333334,2.8456081393613353,74.67708333333333
Lily,Target_Child,32.2,2.817076889480935,72.86238532110092
Lily,Target_Child,32.43333333333333,2.816878582024884,80.36754966887418
Lily,Target_Child,32.63333333333333,2.7954624256567002,82.06696428571429
Lily,Target_Child,33.13333333333333,2.840590112122801,74.34078212290503
Lily,Target_Child,33.3,2.818659518094473,74.9945652173913
Lily,Target_Child,33.6,2.7761565335963656,77.75728155339806
Lily,Target_Child,33.766666666666666,2.739833134835523,75.63598326359832
Lily,Target_Child,34.266666666666666,2.8491127389235724,78.27491408934708
Lily,Target_Child,34.833333333333336,2.821322780084211,79.30344827586207
Lily,Target_Child,34.93333333333333,2.8603619505073614,75.96527777777777
Lily,Target_Child,35.2,2.857949855975059,76.97167138810198
Lily,Target_Child,35.833333333333336,2.9902959754681437,71.8740157480315
Lily,Target_Child,36.1,2.8625993167391464,88.27884615384616
Lily,Target_Child,36.333333333333336,2.9518793095858578,74.76801801801801
Lily,Target_Child,36.833333333333336,2.869004291417388,76.38857142857142
Lily,Target_Child,37.0,2.993729643851668,78.46976744186047
Lily,Target_Child,37.7,2.8973983616381993,76.80345572354211
Lily,Target_Child,38.6,2.8507968009041904,78.70753064798599
Lily,Target_Child,39.766666666666666,2.916722589365991,74.10736842105263
Lily,Target_Child,40.666666666666664,2.8770054486877132,85.12626262626263
Lily,Target_Child,41.93333333333333,2.870183012776283,75.17865429234338
Lily,Target_Child,43.833333333333336,2.8970751560266312,77.7591743119266
Lily,Target_Child,44.766666666666666,2.7881189379929774,85.92988929889299
Lily,Target_Child,45.9,2.9111174477482313,78.86221294363257
Lily,Target_Child,46.833333333333336,2.9142400713062018,85.01162790697674
Lily,Target_Child,48.06666666666667,3.3545045204905253,51.922413793103445
Naima,Mother,11.866666666666667,2.841041445929572,93.31362007168458
Naima,Mother,12.466666666666667,2.8030057864438285,101.41100917431193
Naima,Mother,12.866666666666667,2.8104748236177506,100.0650406504065
Naima,Mother,13.366666666666667,2.8277045843587767,96.3030303030303
Naima,Mother,13.8,2.824222016373677,100.47430830039525
Naima,Mother,14.233333333333333,2.813949565360768,102.29824561403508
Naima,Mother,14.7,2.857547470848111,97.36889692585895
Naima,Mother,15.233333333333333,2.7950738710858887,115.3255033557047
Naima,Mother,15.4,2.76793899433507,118.58272058823529
Naima,Mother,15.833333333333334,2.8297207754585663,117.46062992125984
Naima,Mother,16.1,2.766141887410887,115.41666666666667
Naima,Mother,16.333333333333332,2.7804953185790233,111.04042179261863
Naima,Mother,16.533333333333335,2.772905217071394,113.74232309746328
Naima,Mother,16.766666666666666,2.7759122212549108,112.87256637168142
Naima,Mother,17.066666666666666,2.8047723577907324,112.64682539682539
Naima,Mother,17.366666666666667,2.8342185690273647,102.67567567567568
Naima,Mother,17.8,2.7855638993801564,118.30327868852459
Naima,Mother,18.133333333333333,2.7655010497268715,109.96676300578035
Naima,Mother,18.3,2.8043105947479354,103.23965517241379
Naima,Mother,18.666666666666668,2.822753476990701,113.70488721804512
Naima,Mother,19.0,2.7518338701157927,141.89827586206897
Naima,Mother,19.333333333333332,2.7806368224223377,107.7152682255846
Naima,Mother,19.566666666666666,2.809448510252073,118.19464285714285
Naima,Mother,19.766666666666666,2.7963407933576283,116.44215938303341
Naima,Mother,20.033333333333335,2.8048106300501185,110.02577319587628
Naima,Mother,20.266666666666666,2.792874150447968,109.44201680672269
Naima,Mother,20.6,2.8298833877246587,103.56153846153846
Naima,Mother,20.7,2.794971425715661,112.49493487698987
Naima,Mother,21.266666666666666,2.7658123887907373,117.11032863849765
Naima,Mother,21.333333333333332,2.7655912517320997,109.66115702479338
Naima,Mother,21.5,2.747874819506898,120.54008438818565
Naima,Mother,21.7,2.77801680883845,136.41867469879517
Naima,Mother,21.833333333333332,2.7888870559832237,118.58413132694939
Naima,Mother,22.166666666666668,2.775911660637602,130.8212669683258
Naima,Mother,22.4,2.7912312667048127,134.3104786545925
Naima,Mother,22.6,2.818421986000601,115.47816091954023
Naima,Mother,22.9,2.823941069289222,115.12300683371298
Naima,Mother,23.233333333333334,2.8188765990520075,107.79706601466992
