family,speaker,age,entropy,perplexity,gold_entropy
Alex,Mother,16.9,2.956982703339978,20.907661736208016,3.1104757690026443
Alex,Mother,17.4,3.03369738309438,22.789821891424392,2.9026269780770515
Alex,Mother,17.866666666666667,3.076782048588068,23.421135217381234,3.057586099690115
Alex,Mother,18.466666666666665,2.936734200633882,20.32707635492639,2.8718478544242334
Alex,Mother,19.233333333333334,2.9817901344402977,21.217660334425343,2.7408767842728157
Alex,Mother,19.866666666666667,3.0174198169623856,21.914663525877614,2.9712579009807216
Alex,Mother,20.366666666666667,3.1031843377993655,24.031556900273912,3.185778286273663
Alex,Mother,20.833333333333332,3.0891959187356144,23.854952523640357,3.1467609158061474
Alex,Mother,21.266666666666666,3.0692250409596404,23.331334172415954,3.207414344722676
Alex,Mother,21.733333333333334,3.031453987628079,22.13058817440988,3.19621153282777
Alex,Mother,22.2,3.064630635644171,22.797464032609366,3.376143051262057
Alex,Mother,22.8,3.045298089178241,22.501027272133708,3.4276945670040284
Alex,Mother,23.1,3.0226982602985895,22.026186672981805,3.0271591809464664
Alex,Mother,23.566666666666666,2.970622888000885,21.54862214602362,3.1641791911408452
Alex,Mother,23.9,3.0219161477638807,22.097189759050238,3.1491058240043523
Alex,Mother,24.4,2.946612717987467,20.836316472088143,2.94028275275865
Alex,Mother,25.066666666666666,2.956640881128036,20.716433529132626,2.7745529401760836
Alex,Mother,25.566666666666666,2.9555766210886345,21.182513446400385,2.6746884664887856
Alex,Mother,26.0,2.9196063800547325,19.76519863501456,2.7094734792864075
Alex,Mother,26.566666666666666,2.9805200741841245,21.27302665640571,2.894427915378632
Alex,Mother,27.0,3.0496151343086697,22.464263206235817,2.8426405644574704
Alex,Mother,27.466666666666665,3.031917298184464,22.165272351952176,2.8240962182639224
Alex,Mother,27.866666666666667,3.035818594648638,22.003795482168808,2.92799939927254
Alex,Mother,28.366666666666667,3.0156659755649766,21.973190079317213,2.92668594854295
Alex,Mother,28.833333333333332,3.002296857790904,21.439611643887577,2.6943763191635544
Alex,Mother,29.3,3.006674251004831,21.43040627919088,2.7824500005191832
Alex,Mother,29.766666666666666,2.9729512887643583,20.620965191493035,2.91100531097845
Alex,Mother,30.2,2.9982392593116614,21.458971401308446,2.9672837166934625
Alex,Mother,30.666666666666668,2.9659988294213506,20.676433468474617,2.8653294428930445
Alex,Mother,31.166666666666668,2.953353968172362,20.825317389128816,2.7797440767288206
Alex,Mother,31.8,3.253425595495436,29.822915293856646,3.0741391429194698
Alex,Mother,32.333333333333336,2.9561777344479725,20.587941210199137,2.86938064771466
Alex,Mother,32.53333333333333,2.9672225264382206,20.6842505254283,2.808158307012063
Alex,Mother,32.93333333333333,2.882795242449412,19.149559275484826,2.940157591723479
Alex,Mother,33.43333333333333,2.949977190563118,20.265913641251252,2.8235684262112715
Alex,Mother,33.86666666666667,3.0421517901209407,23.044245007504422,3.2158613983012025
Alex,Mother,34.36666666666667,2.915976886661889,19.919668176980945,2.717391458169328
Alex,Mother,34.833333333333336,2.9361288556976923,20.514761740338848,3.0439487064956987
Alex,Mother,35.266666666666666,2.9358356857892147,19.96469042807489,2.7214701316371466
Alex,Mother,35.733333333333334,3.2649429215673815,29.10223272079182,3.3914695382118225
Alex,Mother,36.2,3.1656276060147883,25.413227182196525,3.0887640200187043
Alex,Mother,37.1,3.0499230977521843,22.93328530256012,3.070901729735026
Alex,Mother,37.63333333333333,3.018210134367003,21.965673210638315,2.8697806666367245
Alex,Mother,38.0,2.9753637605272565,20.94932616619472,2.8881667456795683
Alex,Mother,38.46666666666667,3.126566426262987,24.75828272978388,3.262323820160706
Alex,Mother,39.03333333333333,2.985685793848407,20.98478074661255,3.218710262031381
Alex,Mother,39.43333333333333,3.041371799107139,22.635339596903652,2.855554070314899
Alex,Mother,39.9,3.12827197571552,24.74192643350608,2.87412936760508
Alex,Mother,40.333333333333336,3.126558200145761,24.57564318864013,3.3256559603744082
Alex,Mother,40.8,3.0346892801812446,22.593353292622265,3.0406638259520067
Alex,Mother,41.53333333333333,3.107890596552792,23.982268488132814,2.916700897461329
Alex,Target_Child,16.9,3.4583964269023295,34.26064427019031,5.2213334327886916
Alex,Target_Child,17.4,3.349698685888034,30.989702154548176,4.783989580709543
Alex,Target_Child,17.866666666666667,3.5372405775131717,36.702164737238704,4.786797632709626
Alex,Target_Child,18.466666666666665,3.431100006316118,32.98610358731965,4.7992251815309945
Alex,Target_Child,19.233333333333334,3.4273013483594963,33.272821490565306,4.830575949615902
Alex,Target_Child,19.866666666666667,3.401436912325712,31.650409095562736,5.318420620491872
Alex,Target_Child,20.366666666666667,3.485909307469203,34.43139276090993,4.426515260888212
Alex,Target_Child,20.833333333333332,3.5121632440537596,35.51817130856505,5.468636007419282
Alex,Target_Child,21.266666666666666,3.4698531343386723,33.546398751988384,4.991881214196866
Alex,Target_Child,21.733333333333334,3.4658442629864936,33.51009907172533,4.408608336420454
Alex,Target_Child,22.2,3.5579142187440826,36.5826209557161,4.584229378158696
Alex,Target_Child,22.8,3.465934210574712,33.40032623730599,4.204392911141698
Alex,Target_Child,23.1,3.4585872325706055,33.364542452312364,5.293269055192348
Alex,Target_Child,23.566666666666666,3.4040117120384275,32.044799669015234,4.250992451395307
Alex,Target_Child,23.9,3.439636360264193,32.64279110620275,5.011621978752402
Alex,Target_Child,24.4,3.412988132130016,32.3363582240719,4.930401427529075
Alex,Target_Child,25.066666666666666,3.353960803576878,30.15367346885958,4.01367859856612
Alex,Target_Child,25.566666666666666,3.283195155706161,28.10529035006213,3.8098218275950506
Alex,Target_Child,26.0,3.2522403541223963,27.110468278914592,4.258800376060955
Alex,Target_Child,26.566666666666666,3.354463575390235,29.930000215989043,3.871317664907558
Alex,Target_Child,27.0,3.4019161755038847,31.56716798169398,4.008521309719291
Alex,Target_Child,27.466666666666665,3.334956643012193,29.46855631790885,4.097513839468226
Alex,Target_Child,27.866666666666667,3.348483049839204,29.318694166500137,3.2377614363762564
Alex,Target_Child,28.366666666666667,3.3990475973893894,31.213086026654654,3.9417594122466535
Alex,Target_Child,28.833333333333332,3.337943057183129,29.20286837154703,3.3866506589951837
Alex,Target_Child,29.3,3.361786619154345,29.99101747992186,4.031098536283028
Alex,Target_Child,29.766666666666666,3.2869870574133735,28.03100505564332,4.224875798679533
Alex,Target_Child,30.2,3.3330686756428456,29.18485678159761,3.865732832442994
Alex,Target_Child,30.666666666666668,3.2381106548309324,26.574363173494707,4.482530488014222
Alex,Target_Child,31.166666666666668,3.2625574458320186,27.51123336958856,5.2571954108634085
Alex,Target_Child,31.8,3.2484514795500656,28.14714913264956,6.552551398332092
Alex,Target_Child,32.333333333333336,3.31210888226827,28.743418733889236,4.373459959030152
Alex,Target_Child,32.53333333333333,3.2940032276048643,28.362667247261854,4.6885045061879635
Alex,Target_Child,32.93333333333333,3.2191850787714906,26.26839483267504,5.065339927924307
Alex,Target_Child,33.43333333333333,3.2045665002786197,25.948262969592438,5.163862595879115
Alex,Target_Child,33.86666666666667,3.225399318358881,26.324452458754735,3.9724150087764794
Alex,Target_Child,34.36666666666667,3.1746839814715915,25.29240662489526,4.100405940490975
Alex,Target_Child,34.833333333333336,3.187877273712403,25.609335127718982,3.915845194306129
Alex,Target_Child,35.266666666666666,3.2281564185969636,26.542229418231702,4.244084445786137
Alex,Target_Child,35.733333333333334,3.432216580978221,33.249196114063,5.230937014191838
Alex,Target_Child,36.2,3.331680540318759,29.53885656224,4.258665558752024
Alex,Target_Child,37.1,3.3269326213857124,29.40977096875003,4.458209860420738
Alex,Target_Child,37.63333333333333,3.3069270538448823,29.0468829267403,4.2639876951967235
Alex,Target_Child,38.0,3.223167169697677,26.624869822801053,4.195619877129165
Alex,Target_Child,38.46666666666667,3.3534490530307477,30.184928430803502,4.158885270999028
Alex,Target_Child,39.03333333333333,3.1706415979006817,25.168961652515215,6.015297451698751
Alex,Target_Child,39.43333333333333,3.272941738281687,28.47741255138456,4.165858744208656
Alex,Target_Child,39.9,3.354784404147755,30.29396392982569,4.538633186437868
Alex,Target_Child,40.333333333333336,3.387864653786568,31.49752518345752,4.966446562784991
Alex,Target_Child,40.8,3.279359944216855,28.370823376519713,3.9809033815121597
Alex,Target_Child,41.53333333333333,3.278348282388321,28.10976576016453,4.915128414024439
Ethan,Mother,11.133333333333333,3.123422061872793,24.48264116682586,2.990777838696098
Ethan,Mother,11.7,3.1325975652795712,24.534315034690334,2.944671672328858
Ethan,Mother,12.2,3.1776629132058085,25.869402342128286,3.26417956090179
Ethan,Mother,12.7,3.1604752131406553,25.38607700857737,3.1505595999579445
Ethan,Mother,13.166666666666666,3.0956760474115783,24.001432694185205,3.0465324435666292
Ethan,Mother,13.566666666666666,3.2019332108831033,26.535374163508845,3.5643820303526357
Ethan,Mother,14.033333333333333,3.0772921417513466,23.290245793472803,3.202472344932393
Ethan,Mother,14.6,3.073811811790063,23.217079134420434,3.0634870100525657
Ethan,Mother,14.933333333333334,3.0723136245647322,23.147475766491638,3.394391061825173
